EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate
EMP5139,Daniel Garcia,43.0,Male,Marketing,Research Scientist,Medical,3,1859.0,36,1245,,3,3,,0,4.0,1,3.0,3.0,2,Travel_Frequently,Single,16,Yes,17,0,0,3,yes,2015-11-14
EMP6671,Matthew White,,Female,Research & Development,Manager,Technical Degree,4,7250.0,50,1072,28.0,12,2,36.0,0,1.0,4,2.0,3.0,2,Travel_Rarely,Married,8,No,12,1,1,2,No,unknown
EMP4260,Jessica Jackson,26.0,m,IT,Software Engineer,Medical,1,,80,223,5.0,0,1,35.0,0,4.0,3,4.0,3.0,2,Non-Travel,Divorced,3,No,13,4,1,2,n,--
EMP3157,Betty Miller,33.0,FEMALE,Human Resources,Research Scientist,Human Resources,2,10414.0,72,1234,11.0,3,7,5.0,0,4.0,1,2.0,3.0,3,Non-Travel,Single,24,,12,5,2,2,No,2012-07-10
EMP8830,Christopher Thompson,27.0,Male,Research & Development,Laboratory Technician,Marketing,5,9120.0,97,510,-3.0,9,11,11.0,7,4.0,2,2.0,3.0,1,Travel_Frequently,Married,10,Yes,24,0,3,3,YES,2018/11/2
EMP6789,Christopher Anderson,23.0,Male,,Operations Lead,Life Sciences,4,9756.0,58,996,5.0,3,1,22.0,7,1.0,1,2.0,3.0,1,Travel_Rarely,Single,4,No,17,5,3,1,No,N/A
EMP7069,Charles Young,54.0,mAle,Human resources,Software Engineer,Technical Degree,1,17037.0,87,903,11.0,3,8,12.0,9,4.0,4,4.0,3.0,2,Travel_Rarely,single,4,No,13,2,0,3,No,N/A
EMP6282,Patricia Martin,37.0,Female,Human Resources,,Life Sciences,5,,55,252,16.0,17,15,,7,2.0,3,3.0,3.0,1,Travel_Frequently,MARRIED,13,Yes,17,6,3,3,No,N/A
EMP6506,Mary Thomas,37.0,Male,IT,,Other,4,12054.0,57,926,6.0,4,4,,2,2.0,1,4.0,,1,Non-Travel,divorced,30,yes,14,5,3,1,No,2021-02-07
EMP4598,Jessica Thomas,51.0,Female,Sales,Marketing Specialist,Technical Degree,5,15833.0,55,261,9.0,3,7,,0,2.0,1,2.0,3.0,1,Non-Travel,Divorced,20,No,25,2,0,3,Yes,unknown
EMP2533,Sarah Garcia,34.0,F,Human Resources,Financial Analyst,Technical Degree,5,15066.0,48,435,,4,17,,5,3.0,3,4.0,3.0,3,Travel_Rarely,Married,20,No,22,5,0,1,No,10-9-2014
EMP5287,Karen Brown,52.0,Female,Marketing,Research Scientist,Medical,5,10342.0,86,505,20.0,16,11,20.0,3,3.0,2,3.0,3.0,2,Travel_Frequently,Single,12,No,12,5,0,4,No,unknown
EMP3273,Lisa Jackson,23.0,Female,Sales ,Sales Executive,Human Resources,2,17285.0,54,102,30.0,12,12,25.0,4,1.0,1,1.0,3.0,4,Non-Travel,Divorced,18,NO,13,1,2,1,n,4/25/2023
EMP4343,Margaret Young,41.0,f,Human Resources,Research Scientist,Medical,4,15936.0,36,1064,,10,12,22.0,6,4.0,4,3.0,3.0,3,Travel_Rarely,Single,9,Yes,20,4,1,4,Y,2023/8/7
EMP2942,Jessica Davis,37.0,Female,Finance,Director,Marketing,3,"5,000",63,1166,23.0,7,5,39.0,6,2.0,1,4.0,,4,Non-Travel,Single,20,NO,14,6,0,3,No,4/7/2024
EMP2732,Joseph Jones,58.0,Female,it,HR Representative,Technical Degree,1,8721.0,99,1123,25.0,3,9,1.0,9,1.0,4,4.0,4.0,1,Non-Travel,Single,25,No,12,4,3,1,Yes,6 Jan 2019
EMP8231,Matthew Thomas,45.0,FEMALE,Human Resources,HR Representative,Marketing,3,8758.0,57,703,13.0,5,7,38.0,4,4.0,2,2.0,3.0,3,Travel_Rarely,married,16,Yes,24,4,0,4,1,9-5-2014
EMP7228,Sarah Anderson,59.0,Male,IT,Manager,Marketing,4,1737.0,71,193,19.0,10,9,1.0,9,4.0,3,1.0,4.0,4,Travel_Rarely,Divorced,5,No,19,1,2,2,no ,--
EMP7742,Jennifer Allen,33.0,f,Research & Development ,Marketing Specialist,Marketing,3,16284.0,85,360,25.0,4,4,30.0,6,1.0,3,3.0,3.0,2,Non-Travel,Married,29,Yes,17,4,2,2,YES,2016/5/23
EMP5223,William Garcia,55.0,Male,Marketing,,Other,4,--,64,840,33.0,4,8,13.0,5,1.0,3,4.0,3.0,2,Travel_Rarely,Single,12,No,24,2,2,1,No,2013-08-03
EMP3165,Mary Thomas,59.0,Male,Operations,Director,Technical Degree,5,$5523.0,61,388,21.0,3,8,35.0,0,1.0,3,3.0,3.0,4,Travel_Frequently,Divorced,6,Yes,13,4,2,1,No,2018/9/25
EMP3438,John Brown,51.0,m,Sales,Research Scientist,Medical,1,16210.0,55,199,12.0,7,11,19.0,4,2.0,3,,3.0,4,Travel_Rarely,Divorced,8,Yes,16,3,2,4,Yes,--
EMP1819,Margaret Young,58.0,F,Research & Development,Laboratory Technician,Human Resources,1,12093.0,43,707,9.0,0,7,7.0,8,2.0,1,2.0,,3,Non-Travel,Married,8,NO,18,1,3,1,n,2011/4/1
EMP5795,Ashley Jackson,27.0,f,Research & Development,,Other,5,9451.0,67,919,5.0,3,4,27.0,4,3.0,3,3.0,3.0,2,Travel_Rarely,Single,14,No,20,2,3,4,Y,4-2-2016
EMP6571,Thomas Jones,38.0,Female,Human Resources,Director,Other,3,4029.0,42,1243,30.0,15,13,36.0,5,3.0,4,,3.0,4,Travel_Rarely,SINGLE,20,N,12,4,1,4,No,--
EMP7116,Karen Young,44.0,Male,Sales,Laboratory Technician,Medical,3,6696.0,48,965,27.0,0,8,10.0,0,4.0,4,4.0,3.0,4,Travel_Rarely,SINGLE,15,1,14,1,3,3,No,N/A
EMP1030,Linda Davis,42.0,male,Research & Development,Marketing Specialist,Medical,3,4145.0,53,221,3.0,0,3,24.0,3,,4,3.0,3.0,2,Non-Travel,Divorced,21,No,21,3,2,3,No,8 Apr 2018
EMP5321,Sarah Smith,36.0,Female,IT,Operations Lead,Life Sciences,4,12571.0,63,1004,24.0,12,11,0.0,2,4.0,1,3.0,,1,Non-Travel,Single,27,N,12,6,0,1,No,
EMP5013,Nancy Jones,24.0,Female,IT dept,Laboratory Technician,Life Sciences,2,6662.0,44,301,26.0,5,7,,6,4.0,1,4.0,3.0,4,Travel_Rarely,Married,5,Yes,18,5,2,3,No,unknown
EMP8747,Mark Jones,52.0,Male,IT,Operations Lead,Medical,4,19753.0,89,197,1.0,0,2,28.0,7,3.0,1,4.0,3.0,1,Non-Travel,Married,4,Yes,18,6,2,1,no ,25 Jan 2017
EMP6253,Ashley Allen,50.0,Male,Research & Development,Director,Marketing,3,10244.0,30,620,26.0,9,4,,4,3.0,4,3.0,3.0,2,Travel_Rarely,Married,24,No,11,1,3,1,No,N/A
EMP8769,Richard Smith,20.0,Female,,HR Representative,Human Resources,5,8087.0,40,193,25.0,12,2,40.0,7,2.0,2,2.0,3.0,1,Travel_Rarely,Single,26,,12,4,0,2,Yes ,
EMP5603,William Smith,40.0,Female,Sales,Manager,Human Resources,3,19789.0,81,1174,25.0,13,12,24.0,9,1.0,4,2.0,3.0,2,Travel_Rarely,Divorced,7,Yes,18,6,1,1,n,3/26/2014
EMP2226,Sarah Thompson,47.0,Male,IT,,Human Resources,4,5953.0,74,1273,25.0,12,16,21.0,3,2.0,4,4.0,3.0,3,Non-Travel,Married,15,Yes,15,0,3,3,n,2/24/2014
EMP4278,Sandra Wilson,47.0,Female,Marketing,Marketing Specialist,Medical,5,8859.0,93,534,34.0,10,14,24.0,8,3.0,2,,4.0,1,Non-Travel,Divorced,5,YES,16,6,0,1,No,12/2/2014
EMP4562,Sandra Harris,45.0,Female,Operations,Laboratory Technician,Life Sciences,2,15669.0,39,992,14.0,7,7,4.0,8,4.0,3,1.0,3.0,3,Non-Travel,single,30,No,19,6,3,1,Yes,9/24/2015
EMP4799,David Miller,55.0,Female,human resources,Sales Executive,Life Sciences,3,10794.0,37,1353,35.0,2,2,6.0,8,,3,4.0,3.0,4,Travel_Rarely,Married,16,No,25,1,1,4,No,2016/8/12
EMP7763,David Moore,52.0,Male,Human Resources,Software Engineer,Life Sciences,1,19537.0,92,879,27.0,18,8,24.0,1,1.0,2,1.0,4.0,2,Non-Travel,Married,25,NO,12,3,3,2,No,27-4-2011
EMP6315,Mary Davis,18.0,Male,Marketing,Director,Human Resources,2,3828.0,34,1281,6.0,7,1,12.0,8,,1,,3.0,3,Travel_Rarely,Married,26,Yes,18,1,1,3,YES,unknown
EMP1862,Linda Brown,48.0,female,,Research Scientist,Life Sciences,2,1717.0,93,1230,2.0,1,0,35.0,9,1.0,4,1.0,3.0,2,Travel_Rarely,divorced,7,No,25,5,3,4,Yes,--
EMP8197,Betty White,56.0,Female,IT,Operations Lead,Life Sciences,1,18808.0,61,742,25.0,7,16,13.0,1,,4,1.0,,4,Travel_Rarely,Divorced,11,Yes,22,1,1,2,no ,
EMP3404,  Michael Smith   ,28.0,FEMALE,Operations,Operations Lead,Marketing,3,19938.0,68,879,34.0,3,7,17.0,2,3.0,2,1.0,3.0,2,Non-Travel,Single,13,Yes,21,1,3,4,No,6/6/2024
EMP1450,Mary Jones,,Female,IT,Sales Executive,Life Sciences,5,17235.0,51,1319,21.0,8,0,8.0,2,4.0,3,,4.0,2,Non-Travel,Married,13,No,18,3,1,3,No,2014-04-14
EMP8665,Christopher Taylor,46.0,f,research and development,Sales Executive,Life Sciences,5,13672.0,55,206,31.0,4,10,4.0,3,,1,2.0,3.0,1,Travel_Frequently,SINGLE,5,yes,23,0,2,4,n,11-12-2015
EMP5678,Susan Smith,26.0,Female,Human Resources,Operations Lead,Human Resources,4,3682.0,54,1348,,8,1,,3,3.0,4,3.0,3.0,1,Travel_Frequently,Married,18,No,13,2,3,2,no ,N/A
EMP2119,  Sandra Smith   ,44.0,Female,SALES,Laboratory Technician,Marketing,2,8040.0,31,1006,32.0,17,10,,1,,3,,3.0,1,Travel_Rarely,divorced,3,No,16,3,2,1,No,
EMP2913,Christopher Allen,60.0,Female,HR,HR Representative,Technical Degree,5,$12219.0,43,544,16.0,12,6,10.0,8,3.0,4,1.0,3.0,2,Non-Travel,divorced,29,yes,22,6,2,1,No,2019/9/5
EMP2786,Mark Brown,18.0,f,Finance,Software Engineer,Other,1,5296.0,36,955,16.0,6,3,1.0,5,1.0,2,3.0,3.0,2,Travel_Rarely,Married,28,YES,13,6,3,3,Yes ,28-9-2017
EMP8971,Anthony Johnson,58.0,F,sales,Laboratory Technician,Technical Degree,5,11749.0,88,312,12.0,0,0,9.0,5,2.0,1,3.0,3.0,2,Travel_Rarely,Married,24,Yes,13,0,3,2,No,
EMP6529,Michael Thomas,24.0,Male,Research & Development ,Software Engineer,Life Sciences,4,15079.0,92,860,25.0,2,12,22.0,1,4.0,3,2.0,3.0,3,Non-Travel,Divorced,28,0,25,4,2,3,No,unknown
EMP8400,  Patricia Brown   ,55.0,Male,Research & Development,Sales Executive,Marketing,1,1748.0,79,422,2.0,1,2,2.0,6,1.0,2,3.0,4.0,3,Travel_Frequently,DIVORCED,19,No,12,1,3,3,No,10/22/2018
EMP2353,Betty Taylor,51.0,mAle,IT,Laboratory Technician,Medical,1,12703.0,86,702,,3,16,14.0,6,4.0,4,,3.0,2,Travel_Frequently,Single,29,No,19,4,2,2,No,2021-06-24
EMP8869,Mary Davis,21.0,Female,Operations,Operations Lead,Marketing,1,13882.0,99,1081,4.0,3,5,18.0,8,4.0,1,,3.0,3,Travel_Rarely,Married,2,No,25,3,0,3,No,N/A
EMP8328,Thomas Jackson,23.0,Female,IT,Operations Lead,Technical Degree,5,7066.0,99,349,8.0,8,2,16.0,7,4.0,1,3.0,3.0,2,Travel_Frequently,Single,28,Yes,14,6,3,3,No,unknown
EMP1430,Margaret Smith,53.0,male,Operations,Software Engineer,Life Sciences,3,9686.0,58,539,28.0,18,1,30.0,0,,3,1.0,3.0,2,Non-Travel,Single,5,0,24,4,2,3,No,unknown
EMP4154,Mark Allen,50.0,Female,Finance,Marketing Specialist,Other,3,14506.0,76,1191,25.0,5,15,36.0,3,1.0,3,1.0,3.0,2,Non-Travel,Divorced,30,No,17,2,3,3,No,9/8/2013
EMP8728,Jennifer Smith,34.0,FEMALE,Research & Development,Director,Life Sciences,1,3806.0,99,1044,,12,11,,5,,1,1.0,3.0,2,Travel_Frequently,Married,13,Yes,18,1,0,4,No,unknown
EMP6718,Jessica Moore,,Male,Human resources,Marketing Specialist,Marketing,3,8985.0,68,1085,17.0,3,3,20.0,2,4.0,4,4.0,4.0,4,Travel_Rarely,Married,1,Yes,22,4,2,4,No,2023/12/1
EMP7087,Michael Thomas,41.0,Female,,Director,Technical Degree,5,12383.0,63,609,23.0,14,2,16.0,7,3.0,3,,,1,Travel_Frequently,Divorced,21,yes,21,4,3,1,0,--
EMP6180,Lisa Young,32.0,Male,IT,Operations Lead,Life Sciences,2,2466.0,77,610,6.0,5,3,0.0,8,1.0,3,2.0,3.0,4,Travel_Rarely,Married,6,no,11,2,2,1,Yes ,4 Aug 2022
EMP3062,Richard Thompson,56.0,Male,Human Resources,,Medical,2,15290.0,75,306,34.0,3,2,,0,2.0,2,4.0,3.0,4,Travel_Frequently,Single,13,Yes ,16,4,0,1,YES,2013/8/14
EMP1409,  Patricia Young   ,46.0,m,Marketing,,Other,3,,75,194,7.0,2,4,18.0,3,4.0,1,1.0,4.0,2,Non-Travel,Divorced,10,yes,22,1,3,4,No,unknown
EMP1136,David Miller,26.0,Male,Sales,Financial Analyst,Human Resources,4,1625.0,77,486,8.0,8,4,10.0,2,2.0,1,2.0,4.0,1,Travel_Frequently,Married,6,YES,24,0,2,3,No,2015/5/26
EMP4677,Daniel Moore,23.0,Male,Operations,Operations Lead,Technical Degree,1,$16954.0,48,1295,1.0,1,2,13.0,5,3.0,4,1.0,3.0,2,Non-Travel,Divorced,16,Yes,11,2,3,2,no ,3/23/2010
EMP3925,Sandra Miller,32.0,Male,Sales,Financial Analyst,Life Sciences,1,4693.0,71,1035,8.0,5,4,1.0,2,4.0,1,3.0,3.0,1,Travel_Rarely,divorced,11,No,14,6,1,3,y,2015/4/12
EMP5633,Jennifer Thompson,23.0,FEMALE,Marketing,HR Representative,Life Sciences,1,16219.0,53,1268,11.0,12,10,35.0,7,1.0,2,4.0,,1,Non-Travel,MARRIED,15,No,20,4,0,3,No,N/A
EMP4720,  David Taylor   ,28.0,Male,IT,Software Engineer,Medical,5,3734.0,86,363,34.0,17,5,38.0,8,2.0,2,4.0,3.0,4,Non-Travel,Married,24,Yes,19,4,0,2,Yes,
EMP8016,Jennifer Garcia,58.0,M,Operations,,Marketing,5,5925.0,74,210,21.0,16,2,30.0,6,4.0,2,2.0,3.0,1,Non-Travel,divorced,16,Yes,15,4,3,1,No,N/A
EMP7492,Thomas Harris,44.0,Male,research and development,HR Representative,Human Resources,5,10340.0,38,107,0.0,0,0,11.0,7,2.0,3,4.0,3.0,1,Non-Travel,SINGLE,6,Yes,16,1,0,4,No,2024/9/14
EMP3900,Richard Jones,59.0,Male,Operations,,Other,2,15243.0,87,935,13.0,8,7,21.0,4,,2,1.0,3.0,3,Travel_Rarely,Married,23,,15,6,0,2,Y,unknown
EMP1532,Matthew Jones,48.0,f,Finance,Director,Medical,3,14997.0,91,278,6.0,1,5,40.0,7,1.0,1,2.0,3.0,2,Non-Travel,Divorced,6,Yes ,11,1,1,3,No,4/11/2015
EMP3280,Susan Smith,60.0,Male,Sales,HR Representative,Marketing,2,9490.0,38,1332,31.0,12,13,7.0,4,2.0,1,2.0,3.0,2,Non-Travel,Married,16,No,11,0,2,2,Yes,
EMP5896,Nancy Johnson,21.0,male,Human Resources,,Human Resources,1,19700.0,41,1032,12.0,5,7,,8,1.0,3,3.0,3.0,3,Travel_Rarely,Divorced,17,Yes,21,2,3,3,Yes,25-6-2015
EMP7131,Matthew Thompson,,Male,Operations,Manager,Life Sciences,1,3345.0,96,748,29.0,17,12,36.0,5,,1,2.0,3.0,4,Travel_Rarely,Divorced,24,Yes,18,1,3,2,No,2018/5/27
EMP4891,Jennifer Young,,f,Operations,Director,Medical,3,6834.0,50,203,11.0,1,0,33.0,4,4.0,3,2.0,3.0,3,Travel_Rarely,Divorced,22,NO,24,6,2,2,Yes ,2012-04-08
EMP1339,William Jackson,,Female,HR,,Medical,5,8446.0,97,530,200.0,14,17,26.0,3,4.0,2,2.0,,3,Non-Travel,Divorced,3,no,24,3,0,3,No,4/8/2013
EMP4597,Anthony Moore,18.0,Female,sales dept,Research Scientist,Medical,1,5423.0,95,228,7.0,6,4,5.0,0,3.0,4,2.0,3.0,4,Travel_Frequently,DIVORCED,22,N,18,4,2,4,no ,2018-02-23
EMP7106,Matthew Williams,48.0,Male,Research & Development,Software Engineer,Other,2,15994.0,84,500,6.0,1,3,39.0,8,3.0,4,4.0,3.0,4,Travel_Rarely,Married,14,Yes,19,6,0,1,No,2011/7/12
EMP6093,Richard White,49.0,Male,Marketing,Operations Lead,Human Resources,3,8708.0,49,821,1.0,2,1,3.0,6,3.0,2,3.0,3.0,3,Travel_Frequently,Married,6,No,11,5,3,4,0,2021/12/26
EMP7336,Michael Miller,26.0,MALE,Finance ,Director,Human Resources,5,13130.0,100,820,24.0,16,10,14.0,7,2.0,2,4.0,3.0,2,Non-Travel,DIVORCED,25,No,17,3,3,3,no ,N/A
EMP1034,James Martin,19.0,Female,it,Director,Life Sciences,3,5041.0,33,969,23.0,0,5,23.0,5,3.0,3,3.0,4.0,3,Travel_Frequently,Single,20,Yes,24,4,0,1,No,2014/10/13
EMP6828,Linda Miller,46.0,mAle,,Research Scientist,Technical Degree,1,,93,1303,14.0,9,3,31.0,4,2.0,3,2.0,3.0,3,Travel_Rarely,Single,9,Yes,14,3,0,2,Yes,14 Feb 2018
EMP5780,Charles Allen,42.0,F,Finance,Operations Lead,Other,4,3119.0,30,1244,0.0,0,1,11.0,2,,4,3.0,3.0,2,Travel_Frequently,Single,21,Yes,25,1,0,3,No,2015-04-19
EMP5358,William Taylor,42.0,Female,Marketing,Financial Analyst,Marketing,1,5069.0,42,680,29.0,1,16,22.0,5,1.0,3,4.0,3.0,2,Travel_Frequently,divorced,24,No,19,1,1,3,No,unknown
EMP2916,Michael Miller,51.0,Male,IT,Manager,Life Sciences,1,11764.0,75,1240,28.0,4,5,31.0,2,3.0,4,4.0,3.0,2,Travel_Frequently,Divorced,25,Yes,18,2,1,2,No,
EMP5583,Jessica Thompson,47.0,Male,Sales,Operations Lead,Human Resources,4,7294.0,58,425,7.0,7,5,26.0,8,3.0,2,2.0,3.0,3,Non-Travel,Married,17,No,20,2,3,3,No,--
EMP7342,Jessica Davis,36.0,Male,Finance,Research Scientist,Technical Degree,4,9209.0,80,1089,30.0,6,12,14.0,0,2.0,2,4.0,4.0,2,Non-Travel,Single,28,No,19,3,3,2,No,2020-04-03
EMP5627,Richard Jones,56.0,Male,HR,Software Engineer,Life Sciences,3,2701.0,30,1157,17.0,2,16,2.0,5,1.0,1,4.0,3.0,1,Travel_Rarely,MARRIED,28,No,21,3,2,4,No,
EMP5664,  Joseph Davis   ,30.0,Female,IT,Research Scientist,Medical,2,12723.0,85,369,21.0,0,13,10.0,1,2.0,4,2.0,3.0,3,Non-Travel,SINGLE,7,Yes,20,2,3,3,No,2-7-2020
EMP3837,Lisa Anderson,32.0,Male,Finance,Software Engineer,Other,4,3739.0,76,134,34.0,2,8,,4,2.0,4,4.0,3.0,3,Non-Travel,Divorced,29,Yes ,11,1,0,2,No,5/3/2016
EMP4768,Nancy Miller,20.0,Female,Research & Development,,Medical,5,10276.0,37,1159,5.0,6,6,27.0,0,1.0,4,1.0,4.0,2,Travel_Frequently,Single,7,Y,24,3,0,2,N,3-3-2015
EMP8261,Susan Moore,21.0,M,human resources,Operations Lead,Marketing,5,14690.0,81,400,1.0,2,1,,3,2.0,1,2.0,3.0,3,Travel_Rarely,Single,23,Yes,12,5,3,1,No,
EMP1497,Joseph Smith,44.0,Female,Operations,Manager,Other,4,16426.0,79,1085,16.0,0,3,35.0,4,3.0,2,3.0,3.0,3,Travel_Rarely,Single,27,NO,18,1,0,3,No,2020/1/1
EMP2859,Christopher Davis,53.0,Male,IT,Operations Lead,Other,1,8858.0,53,653,9.0,6,6,,3,2.0,3,1.0,3.0,3,Non-Travel,Single,27,No,14,5,2,2,No,N/A
EMP3478,Anthony Smith,24.0,Female,Operations,Sales Executive,Life Sciences,3,10236.0,95,687,9.0,4,1,3.0,0,2.0,3,1.0,,3,Non-Travel,married,7,Yes,19,1,2,4,No,2019-09-25
EMP7154,Nancy Smith??,46.0,F,Finance,Financial Analyst,Other,4,10097.0,70,547,33.0,13,10,9.0,2,3.0,3,3.0,3.0,2,Non-Travel,Divorced,15,No,15,5,2,1,No,
EMP6817,John Miller,33.0,Female,Research & Development,Director,Life Sciences,1,11283.0,82,915,,6,11,11.0,0,,2,1.0,3.0,1,Travel_Rarely,Divorced,21,No,11,5,2,1,No,N/A
EMP4079,Susan Garcia,,Male,R&D,Financial Analyst,Medical,4,12120.0,76,1317,25.0,18,13,25.0,1,3.0,2,3.0,3.0,4,Travel_Rarely,Married,5,Yes,22,6,2,2,Yes ,2022/8/18
EMP1997,Mary Allen,20.0,Female,Operations,Research Scientist,Human Resources,4,9948.0,69,413,17.0,8,1,,2,3.0,3,2.0,3.0,4,Non-Travel,Single,20,NO,14,3,2,1,1,unknown
EMP4683,Susan Garcia,44.0,Male,Sales,Manager,Other,1,8912.0,35,1379,17.0,17,4,20.0,2,2.0,4,1.0,3.0,1,Non-Travel,Married,19,No,19,1,2,2,Yes,2022/3/22
EMP2662,Barbara Jackson,47.0,Female,Human Resources,Director,Technical Degree,5,13303.0,76,1003,22.0,8,13,8.0,9,1.0,3,3.0,3.0,4,Non-Travel,Married,28,Yes,23,3,0,3,y,8/5/2022
EMP4716,Linda Smith,twenty five,fEmale,Sales,Operations Lead,Life Sciences,3,3025.0,73,501,28.0,14,12,40.0,4,1.0,4,3.0,3.0,3,Travel_Frequently,Divorced,24,Yes,23,6,2,1,No,
EMP7741,James Anderson??,38.0,Male,Finance,Marketing Specialist,Human Resources,5,4070.0,45,154,,4,3,,6,,3,3.0,3.0,3,Non-Travel,Divorced,17,No,22,4,2,4,0,N/A
EMP1234,Sarah Johnson,46.0,Female,SALES,HR Representative,Human Resources,2,13762.0,46,777,10.0,3,7,14.0,7,2.0,3,3.0,3.0,4,Travel_Rarely,Single,18,Yes,16,2,2,2,1,12/17/2016
EMP4523,Michael Williams,59.0,mAle,Finance,Software Engineer,Technical Degree,5,16637.0,91,418,16.0,16,14,31.0,9,1.0,4,2.0,4.0,2,Travel_Rarely,Divorced,10,YES,18,5,3,3,No,
EMP3081,Sandra Jackson,43.0,Male,Research & Development ,HR Representative,Marketing,3,12144.0,61,1033,31.0,11,2,,9,,1,4.0,,2,Non-Travel,Divorced,10,Yes,13,5,2,4,No,9/25/2014
EMP6498,Matthew Anderson,20.0,Female,Finance,HR Representative,Other,4,,31,1158,1.0,2,1,36.0,0,,1,,,1,Non-Travel,Married,15,No,18,4,0,3,No,2022/2/15
EMP2117,Karen Davis,22.0,Female,sales dept,Financial Analyst,Human Resources,1,,54,805,18.0,9,8,37.0,1,2.0,1,3.0,3.0,1,Non-Travel,Divorced,19,No,19,0,1,3,No,2019-12-22
EMP5046,Christopher Brown,43.0,FEMALE,,Software Engineer,Life Sciences,1,8251.0,72,822,33.0,8,17,14.0,5,2.0,1,4.0,3.0,3,Non-Travel,Single,7,No,25,0,0,4,No,16 Mar 2023
EMP1198,William Thomas,52.0,Female,Human Resources,Operations Lead,Medical,3,1672.0,56,340,18.0,5,16,7.0,9,4.0,3,1.0,4.0,3,Travel_Frequently,Married,12,,18,3,0,4,No,N/A
EMP7529,Sandra Allen,,Male,Sales,,Technical Degree,4,14392.0,90,467,9.0,1,6,3.0,2,1.0,3,2.0,3.0,2,Travel_Frequently,Divorced,12,NO,18,5,0,2,No,N/A
EMP6970,  Michael Anderson   ,51.0,Male,Research & Development,,Technical Degree,5,$16820.0,37,473,26.0,10,10,16.0,2,1.0,3,1.0,4.0,1,Travel_Frequently,Married,11,Yes,21,3,3,2,No,--
EMP6024,Linda Williams,150.0,Female,,HR Representative,Technical Degree,5,3291.0,59,163,7.0,1,5,21.0,6,2.0,2,2.0,4.0,1,Non-Travel,Divorced,1,YES,14,0,2,4,0,
EMP4668,  Sarah Johnson   ,23.0,Male,,Software Engineer,Life Sciences,2,1822.0,89,328,35.0,0,7,6.0,6,4.0,2,1.0,3.0,3,Non-Travel,Single,9,No,22,1,3,4,No,N/A
EMP1547,Lisa Jones,28.0,Male,Human Resources,Financial Analyst,Marketing,1,13696.0,92,1028,3.0,0,3,25.0,9,1.0,3,2.0,3.0,2,Non-Travel,married,16,No,19,0,0,3,n,26 Oct 2012
EMP6693,Jennifer Thomas,35.0,mAle,SALES,Research Scientist,Marketing,4,11130.0,97,1086,32.0,17,17,,0,2.0,3,1.0,3.0,1,Non-Travel,single,13,Yes,21,2,3,4,No,5 Oct 2010
EMP5037,James Johnson,44.0,Male,Finance,Operations Lead,Human Resources,3,8616.0,48,1377,3.0,3,3,11.0,6,3.0,3,,3.0,2,Non-Travel,divorced,30,NO,11,6,1,3,No,unknown
EMP5820,Sarah Thompson,,Male,IT,Software Engineer,Marketing,1,2439.0,52,968,23.0,4,3,32.0,1,1.0,4,3.0,,2,Non-Travel,DIVORCED,3,No,15,4,2,2,No,1-5-2024
EMP7584,Margaret Martin,43.0,Female,Sales,,Other,4,2420.0,88,356,28.0,4,3,15.0,2,1.0,3,2.0,3.0,1,Travel_Rarely,Divorced,21,1,12,0,1,3,Y,--
EMP8015,Sandra Moore,29.0,fEmale,Sales,Software Engineer,Medical,5,9096.0,90,703,35.0,9,9,,1,1.0,4,1.0,3.0,2,Travel_Rarely,Single,29,Yes,23,2,2,4,N,N/A
EMP1564,Margaret Smith,45.0,Male,Sales ,Sales Executive,Technical Degree,3,,68,155,3.0,2,3,7.0,6,1.0,4,,4.0,1,Non-Travel,Married,1,No,11,3,2,3,YES,
EMP7199,Margaret Thomas,49.0,Female,HR,Software Engineer,Life Sciences,4,8390.0,52,1018,20.0,9,0,34.0,2,1.0,2,3.0,3.0,1,Non-Travel,Divorced,1,No,21,4,3,1,No,2016-02-21
EMP4161,Linda Brown,28.0,M,Finance,Research Scientist,Medical,2,7041.0,47,711,12.0,8,8,28.0,4,4.0,2,3.0,3.0,2,Travel_Rarely,Single,24,yes,21,6,2,4,No,--
EMP3796,Barbara Martin,,Female,R & D,Director,Marketing,2,6334.0,56,469,32.0,14,16,,1,2.0,2,3.0,3.0,1,Non-Travel,Single,8,No,19,6,1,4,No,2022/12/18
EMP1237,David Moore,46.0,Female,Operations,Software Engineer,Marketing,2,10985.0,95,422,35.0,5,3,0.0,6,3.0,3,2.0,3.0,1,Travel_Rarely,Divorced,3,yes,20,4,2,4,No,2015/5/17
EMP2050,Thomas White,24.0,Male,Research & Development,HR Representative,Other,5,15009.0,94,230,28.0,14,15,,3,4.0,3,1.0,4.0,3,Travel_Frequently,Divorced,5,Yes,24,4,0,2,No,unknown
EMP3192,John Wilson,38.0,Male,Sales,Director,Medical,3,3082.0,37,1253,8.0,7,9,14.0,5,,3,,3.0,2,Travel_Frequently,Divorced,28,No,16,3,0,2,YES,2018/3/1
