EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate,Attrition_Flag,Age_Group,Income_Band,Tenure_Group,Avg_Satisfaction,High_Risk,Joining_Year,Joining_Month
EMP1435,Lisa Miller,21.0,FEMALE,Research & Development,Laboratory Technician,Human Resources,1,2367.0,92,1328,15.0,3,14,36.0,8,4.0,1,1.0,3.0,4,Travel_Rarely,Married,16,No,13,5,3,4,No,2021-09-28,0.0,18-25,Low,8–15 yrs,2.0,0,2021,9
EMP4122,Daniel Martin,40.0,Male,Research & Development,Manager,Life Sciences,5,5406.0,72,706,5.0,5,2,33.0,7,2.0,4,1.0,3.0,2,Travel_Rarely,Single,19,No,16,4,3,4,No,2016-06-07,0.0,36-45,Medium,4–7 yrs,2.3333333333333335,0,2016,6
EMP4262,Lisa Wilson,58.0,Female,Finance,Financial Analyst,Marketing,4,18390.0,64,976,5.0,3,1,39.0,9,2.0,2,3.0,3.0,2,Non-Travel,Divorced,17,No,23,1,0,1,Yes,2014-07-28,1.0,46-60,Very High,4–7 yrs,2.3333333333333335,0,2014,7
EMP4169,Patricia Harris,35.0,m,Operations,Operations Lead,Life Sciences,1,15078.0,64,1360,8.0,4,3,13.0,5,3.0,3,4.0,3.0,3,Travel_Rarely,single,18,Yes,19,0,2,4,No,2011-03-10,0.0,26-35,Very High,8–15 yrs,3.3333333333333335,0,2011,3
EMP4059,Barbara Davis,38.0,Female,Human Resources,Marketing Specialist,Technical Degree,5,15549.0,76,289,12.0,3,2,24.0,8,4.0,1,4.0,3.0,1,Travel_Rarely,Divorced,27,Yes,17,3,2,2,Yes,2012-11-12,1.0,36-45,Very High,8–15 yrs,3.0,0,2012,11
EMP3138,Jessica Williams,21.0,Female,sales dept,Laboratory Technician,Other,3,15799.0,93,457,6.0,3,7,9.0,5,4.0,3,4.0,3.0,3,Travel_Rarely,Divorced,12,Yes,17,2,2,3,No,2022-07-06,0.0,18-25,Very High,4–7 yrs,3.6666666666666665,0,2022,7
EMP4837,Linda Williams,28.0,Male,Research & Development ,Laboratory Technician,Technical Degree,3,8386.0,41,1064,23.0,1,10,1.0,6,2.0,1,1.0,3.0,4,Non-Travel,married,26,No,11,4,2,2,No,2020-06-06,0.0,26-35,High,15+ yrs,1.3333333333333333,0,2020,6
EMP7656,Matthew Taylor,30.0,male,Operations,Software Engineer,Technical Degree,2,9923.0,35,598,12.0,9,10,26.0,4,4.0,4,3.0,3.0,4,Travel_Frequently,Single,16,NO,12,6,3,4,No,2024-01-24,0.0,26-35,High,8–15 yrs,3.6666666666666665,0,2024,1
EMP7729,William White,26.0,Female,Operations,Marketing Specialist,Life Sciences,1,18642.0,83,779,12.0,4,13,6.0,3,2.0,4,1.0,3.0,4,Non-Travel,Married,23,No,19,2,1,4,Yes,2023-07-14,1.0,26-35,Very High,8–15 yrs,2.3333333333333335,0,2023,7
EMP6844,Anthony Harris,49.0,Male,research and development,Director,Life Sciences,2,16177.0,51,157,34.0,14,11,16.0,4,4.0,4,2.0,3.0,3,Travel_Rarely,Married,10,Y,23,2,0,4,No,2019-03-20,0.0,46-60,Very High,15+ yrs,3.3333333333333335,0,2019,3
EMP1461,  Margaret Miller   ,18.0,fEmale,Sales,Sales Executive,Human Resources,3,14743.0,75,570,34.0,4,9,2.0,2,4.0,3,4.0,4.0,1,Travel_Frequently,Married,10,No,16,4,2,4,No,2013-08-03,0.0,18-25,Very High,15+ yrs,3.6666666666666665,0,2013,8
EMP2732,Joseph Jones,58.0,Female,it,HR Representative,Technical Degree,1,8721.0,99,1123,25.0,3,9,1.0,9,1.0,4,4.0,4.0,1,Non-Travel,Single,25,No,12,4,3,1,Yes,2019-01-06,1.0,46-60,High,15+ yrs,3.0,0,2019,1
EMP4562,Sandra Harris,45.0,Female,Operations,Laboratory Technician,Life Sciences,2,15669.0,39,992,14.0,7,7,4.0,8,4.0,3,1.0,3.0,3,Non-Travel,single,30,No,19,6,3,1,Yes,2015-09-24,1.0,36-45,Very High,8–15 yrs,2.6666666666666665,0,2015,9
EMP7763,David Moore,52.0,Male,Human Resources,Software Engineer,Life Sciences,1,19537.0,92,879,27.0,18,8,24.0,1,1.0,2,1.0,4.0,2,Non-Travel,Married,25,NO,12,3,3,2,No,2011-04-27,0.0,46-60,Very High,15+ yrs,1.3333333333333333,0,2011,4
EMP3404,  Michael Smith   ,28.0,FEMALE,Operations,Operations Lead,Marketing,3,19938.0,68,879,34.0,3,7,17.0,2,3.0,2,1.0,3.0,2,Non-Travel,Single,13,Yes,21,1,3,4,No,2024-06-06,0.0,26-35,Very High,15+ yrs,2.0,0,2024,6
EMP8400,  Patricia Brown   ,55.0,Male,Research & Development,Sales Executive,Marketing,1,1748.0,79,422,2.0,1,2,2.0,6,1.0,2,3.0,4.0,3,Travel_Frequently,DIVORCED,19,No,12,1,3,3,No,2018-10-22,0.0,46-60,Low,1–3 yrs,2.0,0,2018,10
EMP4154,Mark Allen,50.0,Female,Finance,Marketing Specialist,Other,3,14506.0,76,1191,25.0,5,15,36.0,3,1.0,3,1.0,3.0,2,Non-Travel,Divorced,30,No,17,2,3,3,No,2013-08-09,0.0,46-60,Very High,15+ yrs,1.6666666666666667,0,2013,8
EMP1136,David Miller,26.0,Male,Sales,Financial Analyst,Human Resources,4,1625.0,77,486,8.0,8,4,10.0,2,2.0,1,2.0,4.0,1,Travel_Frequently,Married,6,YES,24,0,2,3,No,2015-05-26,0.0,26-35,Low,8–15 yrs,1.6666666666666667,0,2015,5
EMP7492,Thomas Harris,44.0,Male,research and development,HR Representative,Human Resources,5,10340.0,38,107,0.0,0,0,11.0,7,2.0,3,4.0,3.0,1,Non-Travel,SINGLE,6,Yes,16,1,0,4,No,2024-09-14,0.0,36-45,Very High,<1 yr,3.0,0,2024,9
EMP1532,Matthew Jones,48.0,f,Finance,Director,Medical,3,14997.0,91,278,6.0,1,5,40.0,7,1.0,1,2.0,3.0,2,Non-Travel,Divorced,6,Yes ,11,1,1,3,No,2015-11-04,0.0,46-60,Very High,4–7 yrs,1.3333333333333333,0,2015,11
EMP7106,Matthew Williams,48.0,Male,Research & Development,Software Engineer,Other,2,15994.0,84,500,6.0,1,3,39.0,8,3.0,4,4.0,3.0,4,Travel_Rarely,Married,14,Yes,19,6,0,1,No,2011-12-07,0.0,46-60,Very High,4–7 yrs,3.6666666666666665,0,2011,12
EMP1034,James Martin,19.0,Female,it,Director,Life Sciences,3,5041.0,33,969,23.0,0,5,23.0,5,3.0,3,3.0,4.0,3,Travel_Frequently,Single,20,Yes,24,4,0,1,No,2014-10-13,0.0,18-25,Medium,15+ yrs,3.0,0,2014,10
EMP7342,Jessica Davis,36.0,Male,Finance,Research Scientist,Technical Degree,4,9209.0,80,1089,30.0,6,12,14.0,0,2.0,2,4.0,4.0,2,Non-Travel,Single,28,No,19,3,3,2,No,2020-03-04,0.0,36-45,High,15+ yrs,2.6666666666666665,0,2020,3
EMP5664,  Joseph Davis   ,30.0,Female,IT,Research Scientist,Medical,2,12723.0,85,369,21.0,0,13,10.0,1,2.0,4,2.0,3.0,3,Non-Travel,SINGLE,7,Yes,20,2,3,3,No,2020-07-02,0.0,26-35,Very High,15+ yrs,2.6666666666666665,0,2020,7
EMP1497,Joseph Smith,44.0,Female,Operations,Manager,Other,4,16426.0,79,1085,16.0,0,3,35.0,4,3.0,2,3.0,3.0,3,Travel_Rarely,Single,27,NO,18,1,0,3,No,2020-01-01,0.0,36-45,Very High,15+ yrs,2.6666666666666665,0,2020,1
EMP4683,Susan Garcia,44.0,Male,Sales,Manager,Other,1,8912.0,35,1379,17.0,17,4,20.0,2,2.0,4,1.0,3.0,1,Non-Travel,Married,19,No,19,1,2,2,Yes,2022-03-22,1.0,36-45,High,15+ yrs,2.3333333333333335,0,2022,3
EMP7199,Margaret Thomas,49.0,Female,HR,Software Engineer,Life Sciences,4,8390.0,52,1018,20.0,9,0,34.0,2,1.0,2,3.0,3.0,1,Non-Travel,Divorced,1,No,21,4,3,1,No,2016-02-21,0.0,46-60,High,15+ yrs,2.0,0,2016,2
EMP1237,David Moore,46.0,Female,Operations,Software Engineer,Marketing,2,10985.0,95,422,35.0,5,3,0.0,6,3.0,3,2.0,3.0,1,Travel_Rarely,Divorced,3,yes,20,4,2,4,No,2015-05-17,0.0,46-60,Very High,15+ yrs,2.6666666666666665,0,2015,5
EMP8007,Margaret Jackson,36.0,Female,Research & Development ,Research Scientist,Life Sciences,4,17906.0,70,670,7.0,0,7,30.0,7,2.0,3,1.0,3.0,1,Travel_Rarely,married,6,No,16,4,3,1,No,2020-11-24,0.0,36-45,Very High,4–7 yrs,2.0,0,2020,11
EMP7754,Jessica Harris,59.0,Female,Human Resources,Manager,Life Sciences,2,2336.0,93,590,29.0,16,0,34.0,3,3.0,4,3.0,4.0,4,Travel_Frequently,Divorced,10,no,23,0,3,4,No,2019-02-19,0.0,46-60,Low,15+ yrs,3.3333333333333335,0,2019,2
EMP7703,Ashley Wilson,60.0,F,Operations,Operations Lead,Technical Degree,4,19128.0,63,559,9.0,9,1,16.0,7,3.0,2,4.0,4.0,1,Non-Travel,Single,1,Yes,16,0,2,1,No,2012-03-25,0.0,46-60,Very High,8–15 yrs,3.0,0,2012,3
EMP1822,  Anthony Allen   ,55.0,MALE,IT,Manager,Medical,5,18967.0,48,432,15.0,15,3,7.0,0,1.0,4,1.0,4.0,3,Travel_Rarely,DIVORCED,16,Yes,13,6,3,3,No,2023-08-27,0.0,46-60,Very High,8–15 yrs,2.0,0,2023,8
EMP1023,Jennifer Allen,40.0,m,Finance ,Operations Lead,Human Resources,3,2173.0,32,1340,22.0,4,4,27.0,0,1.0,3,3.0,3.0,2,Non-Travel,Married,23,Yes,15,0,2,4,No,2018-10-28,0.0,36-45,Low,15+ yrs,2.3333333333333335,0,2018,10
EMP3843,  Lisa Young   ,35.0,Male,Operations,Operations Lead,Technical Degree,4,18382.0,74,1272,31.0,11,3,9.0,7,2.0,2,1.0,3.0,4,Travel_Rarely,Married,20,No,16,1,3,2,No,2011-01-17,0.0,26-35,Very High,15+ yrs,1.6666666666666667,0,2011,1
EMP3967,Susan Wilson,26.0,Female,Finance,Manager,Human Resources,1,19320.0,61,1330,16.0,11,16,40.0,2,4.0,1,4.0,3.0,3,Non-Travel,Divorced,13,Yes,19,5,0,4,No,2023-02-11,0.0,26-35,Very High,15+ yrs,3.0,0,2023,2
EMP2932,Christopher Jackson,36.0,M,IT dept,Sales Executive,Marketing,4,5297.0,38,152,10.0,3,5,26.0,9,3.0,2,3.0,3.0,2,Travel_Rarely,MARRIED,14,No,20,2,3,3,Yes,2017-11-11,1.0,36-45,Medium,8–15 yrs,2.6666666666666665,0,2017,11
EMP6119,Christopher Allen,58.0,Male,Marketing,Laboratory Technician,Human Resources,5,14003.0,75,1392,34.0,8,6,8.0,5,1.0,1,2.0,3.0,2,Travel_Rarely,married,21,Yes,14,5,2,1,No,2010-07-28,0.0,46-60,Very High,15+ yrs,1.3333333333333333,0,2010,7
EMP4971,Anthony Taylor,60.0,Female,Research & Development,Director,Medical,3,11978.0,77,355,3.0,4,4,7.0,6,4.0,3,1.0,4.0,1,Travel_Frequently,Married,30,No,12,1,2,2,No,2021-09-13,0.0,46-60,Very High,1–3 yrs,2.6666666666666665,0,2021,9
EMP1910,William Davis,52.0,Female,Human Resources,Laboratory Technician,Other,1,9647.0,60,538,33.0,13,8,27.0,9,2.0,3,2.0,3.0,4,Non-Travel,Married,29,YES,11,0,1,2,No,2018-09-23,0.0,46-60,High,15+ yrs,2.3333333333333335,0,2018,9
EMP3541,  Betty Anderson   ,49.0,Female,H.R,HR Representative,Life Sciences,3,12644.0,42,1396,24.0,9,15,8.0,5,2.0,4,1.0,3.0,3,Non-Travel,Divorced,28,No,23,3,3,3,No,2023-12-01,0.0,46-60,Very High,15+ yrs,2.3333333333333335,0,2023,12
EMP1124,David Garcia,27.0,Male,Research & Development ,Financial Analyst,Life Sciences,4,19602.0,77,596,25.0,7,8,28.0,2,2.0,1,1.0,3.0,4,Non-Travel,Divorced,8,No,14,5,0,2,Yes,2014-08-20,1.0,26-35,Very High,15+ yrs,1.3333333333333333,0,2014,8
EMP2470,Matthew Thomas,53.0,Male,Sales ,Laboratory Technician,Marketing,4,10601.0,98,979,35.0,7,6,30.0,5,4.0,1,4.0,3.0,1,Travel_Rarely,Single,30,No,20,4,0,1,No,2018-07-14,0.0,46-60,Very High,15+ yrs,3.0,0,2018,7
EMP7191,John Anderson**,35.0,f,Sales,Operations Lead,Other,5,6726.0,88,1337,23.0,3,5,33.0,4,1.0,4,4.0,3.0,1,Non-Travel,Single,29,Yes,24,2,1,2,No,2018-02-23,0.0,26-35,High,15+ yrs,3.0,0,2018,2
EMP6073,Margaret Taylor#,45.0,female,Marketing,Operations Lead,Other,3,11496.0,79,1071,21.0,16,12,17.0,4,3.0,1,1.0,3.0,1,Non-Travel,Married,23,No,12,0,3,1,No,2015-02-04,0.0,36-45,Very High,15+ yrs,1.6666666666666667,0,2015,2
EMP2156,Robert Garcia,24.0,Male,Research & Development,Manager,Life Sciences,5,11689.0,34,350,1.0,1,0,39.0,1,2.0,4,2.0,3.0,1,Non-Travel,DIVORCED,28,Yes,19,5,2,4,No,2015-11-06,0.0,18-25,Very High,<1 yr,2.6666666666666665,0,2015,11
EMP1141,Betty Smith,46.0,f,Marketing,Manager,Medical,4,19342.0,41,760,24.0,17,13,9.0,2,1.0,2,3.0,3.0,1,Travel_Frequently,Divorced,14,Yes,17,0,3,2,Yes,2013-01-05,1.0,46-60,Very High,15+ yrs,2.0,0,2013,1
EMP7028,Matthew Smith,52.0,Male,IT,Research Scientist,Medical,3,12825.0,60,1385,26.0,1,3,19.0,9,4.0,2,2.0,3.0,1,Travel_Frequently,Married,28,No,22,0,1,1,No,2020-11-13,0.0,46-60,Very High,15+ yrs,2.6666666666666665,0,2020,11
EMP1440,Ashley Jackson,28.0,Male,IT,Financial Analyst,Marketing,4,5239.0,71,1117,26.0,2,0,1.0,1,2.0,3,3.0,3.0,4,Travel_Rarely,Divorced,25,Y,13,4,2,2,No,2018-09-28,0.0,26-35,Medium,15+ yrs,2.6666666666666665,0,2018,9
EMP7149,Karen Johnson,57.0,F,research and development,Software Engineer,Other,1,7710.0,77,501,26.0,13,11,4.0,4,1.0,3,1.0,4.0,2,Travel_Rarely,Single,16,no,18,6,3,2,No,2011-05-16,0.0,46-60,High,15+ yrs,1.6666666666666667,0,2011,5
EMP6770,Robert Martin,37.0,Female,Operations,Financial Analyst,Human Resources,4,12542.0,44,326,3.0,2,3,36.0,2,2.0,3,1.0,3.0,4,Travel_Frequently,Divorced,3,No,24,6,3,3,No,2020-07-03,0.0,36-45,Very High,1–3 yrs,2.0,0,2020,7
EMP5413,Linda Thomas,21.0,Male,IT,Financial Analyst,Human Resources,2,2077.0,53,537,31.0,17,8,8.0,9,1.0,1,3.0,3.0,4,Travel_Frequently,Divorced,21,Yes,23,3,0,4,No,2018-09-19,0.0,18-25,Low,15+ yrs,1.6666666666666667,0,2018,9
EMP8889,Michael Young,56.0,Female,Finance,Research Scientist,Life Sciences,4,7896.0,100,1312,11.0,0,7,11.0,2,3.0,4,3.0,4.0,2,Non-Travel,married,27,yes,25,3,1,1,No,2022-12-18,0.0,46-60,High,8–15 yrs,3.3333333333333335,0,2022,12
EMP3014,Charles Young,50.0,Male,Research & Development,HR Representative,Marketing,5,13514.0,68,639,1.0,1,2,37.0,3,4.0,1,4.0,4.0,2,Travel_Frequently,Married,3,Yes,21,5,2,2,Yes,2018-01-28,1.0,46-60,Very High,<1 yr,3.0,0,2018,1
EMP4205,Nancy Thompson,51.0,Male,Research & Development,Operations Lead,Marketing,2,5040.0,74,286,10.0,3,1,22.0,9,3.0,3,4.0,3.0,4,Travel_Rarely,Married,7,Yes,23,2,3,3,Yes,2016-07-18,1.0,46-60,Medium,8–15 yrs,3.3333333333333335,0,2016,7
EMP5331,Sarah Thomas,39.0,Male,Operations,Software Engineer,Technical Degree,5,2022.0,35,1221,9.0,5,1,26.0,3,2.0,2,3.0,4.0,2,Travel_Rarely,Single,19,No,23,6,2,4,Yes,2012-11-05,1.0,36-45,Low,8–15 yrs,2.3333333333333335,0,2012,11
EMP5396,Charles Allen,51.0,Male,Human Resources,Sales Executive,Marketing,5,10246.0,58,1318,23.0,1,0,34.0,2,2.0,1,1.0,3.0,2,Travel_Frequently,single,14,yes,18,0,3,2,No,2014-06-04,0.0,46-60,Very High,15+ yrs,1.3333333333333333,0,2014,6
EMP5530,  Charles Thomas   ,18.0,Female,R&D,Financial Analyst,Life Sciences,4,11016.0,82,261,15.0,10,11,21.0,2,3.0,3,1.0,3.0,3,Travel_Rarely,Married,27,No,25,2,0,1,No,2019-04-05,0.0,18-25,Very High,8–15 yrs,2.3333333333333335,0,2019,4
EMP3745,Jessica Smith,28.0,f,Finance,Software Engineer,Marketing,4,7481.0,87,1089,19.0,18,13,12.0,2,3.0,3,2.0,3.0,1,Travel_Frequently,Divorced,30,No,20,1,2,4,Yes,2018-02-04,1.0,26-35,High,15+ yrs,2.6666666666666665,0,2018,2
EMP8740,John Thomas,43.0,Female,IT,Sales Executive,Marketing,1,1656.0,81,924,29.0,8,16,24.0,7,4.0,3,2.0,3.0,1,Non-Travel,Single,15,No,18,2,3,1,Yes,2022-07-07,1.0,36-45,Low,15+ yrs,3.0,0,2022,7
EMP6227,Jennifer Martin,36.0,Female,Human Resources,Laboratory Technician,Other,4,16954.0,60,972,32.0,17,1,17.0,5,4.0,4,2.0,3.0,2,Travel_Rarely,Married,18,Yes,21,1,3,4,No,2019-02-07,0.0,36-45,Very High,15+ yrs,3.3333333333333335,0,2019,2
EMP5435,Margaret White,20.0,Female,Marketing,Software Engineer,Human Resources,3,18086.0,75,731,0.0,0,1,32.0,6,2.0,4,1.0,3.0,1,Travel_Frequently,Single,13,Yes,23,6,1,2,No,2015-08-05,0.0,18-25,Very High,<1 yr,2.3333333333333335,0,2015,8
EMP5547,Robert Wilson,55.0,Female,R&D,Marketing Specialist,Other,1,2995.0,58,1282,10.0,1,7,24.0,1,2.0,4,1.0,3.0,2,Non-Travel,married,4,Yes,24,6,1,4,No,2024-02-13,0.0,46-60,Low,8–15 yrs,2.3333333333333335,0,2024,2
EMP1069,Jennifer Taylor,41.0,Female,Finance,Laboratory Technician,Medical,4,17282.0,38,744,27.0,14,5,34.0,5,3.0,4,2.0,3.0,2,Travel_Rarely,divorced,24,No,24,1,3,1,No,2015-09-02,0.0,36-45,Very High,15+ yrs,3.0,0,2015,9
EMP7092,Richard Johnson,25.0,Male,Finance,Director,Other,1,9162.0,34,264,9.0,6,7,13.0,5,4.0,4,4.0,3.0,2,Travel_Rarely,Single,19,N,17,0,0,1,No,2017-09-12,0.0,18-25,High,8–15 yrs,4.0,0,2017,9
EMP8130,Betty Wilson,59.0,F,IT dept,Software Engineer,Other,1,16593.0,65,618,35.0,18,4,22.0,3,1.0,1,2.0,4.0,3,Travel_Rarely,Single,8,Y,16,0,1,4,No,2020-10-18,0.0,46-60,Very High,15+ yrs,1.3333333333333333,0,2020,10
EMP1545,Patricia Jones,42.0,MALE,Human Resources,Marketing Specialist,Life Sciences,4,5416.0,96,1158,16.0,1,8,30.0,6,1.0,1,4.0,3.0,3,Travel_Rarely,MARRIED,30,Yes,20,2,3,2,No,2016-09-12,0.0,36-45,Medium,15+ yrs,2.0,0,2016,9
EMP6870,Michael Jones,42.0,Male,Research & Development,HR Representative,Life Sciences,3,19869.0,40,1218,23.0,2,11,4.0,5,2.0,1,2.0,3.0,2,Travel_Rarely,married,17,0,24,0,3,1,No,2022-01-14,0.0,36-45,Very High,15+ yrs,1.6666666666666667,0,2022,1
EMP6812,Anthony White,58.0,Female,IT dept,Operations Lead,Technical Degree,3,10672.0,59,1262,8.0,5,2,22.0,4,1.0,1,3.0,3.0,3,Non-Travel,Divorced,24,Yes ,23,1,0,1,No,2024-11-07,0.0,46-60,Very High,8–15 yrs,1.6666666666666667,0,2024,11
EMP6840,James Taylor,60.0,Female,Finance,Financial Analyst,Life Sciences,2,4376.0,90,107,4.0,3,2,31.0,5,4.0,1,1.0,4.0,3,Travel_Rarely,Divorced,24,N,18,6,3,4,No,2016-12-12,0.0,46-60,Medium,4–7 yrs,2.0,0,2016,12
EMP6903,Susan Thompson,21.0,Female,Sales,Manager,Human Resources,5,4264.0,69,1227,9.0,9,5,2.0,6,3.0,4,2.0,3.0,2,Travel_Rarely,Divorced,18,No,18,4,1,2,No,2024-11-04,0.0,18-25,Medium,8–15 yrs,3.0,0,2024,11
EMP8417,Nancy Taylor,56.0,Male,Finance,Director,Human Resources,1,8858.0,88,579,34.0,18,14,7.0,9,3.0,4,3.0,3.0,2,Travel_Rarely,Married,16,No,17,6,3,2,No,2011-06-04,0.0,46-60,High,15+ yrs,3.3333333333333335,0,2011,6
EMP6728,Mark Davis,28.0,fEmale,Human Resources,Marketing Specialist,Human Resources,1,16631.0,78,384,2.0,2,1,4.0,6,1.0,3,3.0,3.0,3,Non-Travel,Single,2,Yes,12,0,3,1,No,2014-07-19,0.0,26-35,Very High,1–3 yrs,2.3333333333333335,0,2014,7
EMP8079,Sarah Allen,24.0,Male,Operations,Financial Analyst,Other,3,4506.0,60,100,16.0,3,16,13.0,8,4.0,1,4.0,3.0,3,Travel_Frequently,Single,18,Y,15,1,1,3,No,2023-12-20,0.0,18-25,Medium,15+ yrs,3.0,0,2023,12
EMP8987,Barbara Davis,34.0,male,Sales,Manager,Marketing,5,7753.0,77,1350,6.0,7,0,32.0,1,4.0,2,4.0,3.0,3,Non-Travel,MARRIED,9,Yes,23,1,2,3,Yes,2020-02-28,1.0,26-35,High,4–7 yrs,3.3333333333333335,0,2020,2
EMP8339,Charles Allen,30.0,Female,sales dept,Research Scientist,Medical,1,16774.0,53,111,32.0,14,11,29.0,5,1.0,4,3.0,3.0,2,Non-Travel,Married,13,Yes,18,1,0,4,No,2019-06-17,0.0,26-35,Very High,15+ yrs,2.6666666666666665,0,2019,6
EMP2635,Jessica Allen,54.0,Male,SALES,Operations Lead,Life Sciences,2,12022.0,35,1238,30.0,4,13,13.0,2,4.0,4,4.0,3.0,1,Travel_Frequently,Single,27,Y,11,3,3,3,No,2017-10-10,0.0,46-60,Very High,15+ yrs,4.0,0,2017,10
EMP5153,Mark Johnson,20.0,Female,Human Resources,Financial Analyst,Life Sciences,1,18598.0,66,1011,14.0,5,15,6.0,0,4.0,3,4.0,3.0,4,Travel_Frequently,Divorced,9,No,14,6,0,3,No,2024-04-19,0.0,18-25,Very High,8–15 yrs,3.6666666666666665,0,2024,4
EMP7501,Margaret Williams,38.0,f,IT dept,Director,Technical Degree,4,9019.0,39,589,6.0,4,6,17.0,4,4.0,3,1.0,3.0,3,Non-Travel,Married,11,Yes,14,5,3,2,No,2022-02-05,0.0,36-45,High,4–7 yrs,2.6666666666666665,0,2022,2
EMP2579,Betty Young,55.0,Female,sales,Research Scientist,Human Resources,3,5806.0,70,402,11.0,0,10,39.0,5,3.0,2,4.0,3.0,1,Travel_Rarely,Divorced,11,Yes,12,0,1,1,Yes,2011-08-03,1.0,46-60,Medium,8–15 yrs,3.0,0,2011,8
EMP6902,  Linda Garcia   ,46.0,Female,sales dept,Financial Analyst,Life Sciences,4,19954.0,43,1111,34.0,9,12,1.0,8,1.0,2,1.0,3.0,1,Travel_Rarely,Married,12,Yes,22,0,0,3,No,2017-07-02,0.0,46-60,Very High,15+ yrs,1.3333333333333333,0,2017,7
EMP8640,Margaret Jones,54.0,Female,Human Resources,Laboratory Technician,Medical,1,7912.0,67,295,35.0,9,3,11.0,3,2.0,4,4.0,4.0,2,Travel_Frequently,Divorced,23,No,23,6,3,1,No,2016-04-20,0.0,46-60,High,15+ yrs,3.3333333333333335,0,2016,4
EMP4050,Sandra Wilson,50.0,MALE,Research & Development,Financial Analyst,Human Resources,2,9954.0,65,1129,15.0,16,5,11.0,0,4.0,4,4.0,4.0,3,Travel_Frequently,Divorced,7,Yes,17,2,2,4,No,2013-03-15,0.0,46-60,High,8–15 yrs,4.0,0,2013,3
EMP7749,Susan Thompson,27.0,fEmale,Finance,Software Engineer,Life Sciences,2,9388.0,78,1257,28.0,7,17,18.0,4,1.0,2,4.0,3.0,2,Travel_Frequently,married,15,No,11,0,3,3,No,2013-02-26,0.0,26-35,High,15+ yrs,2.3333333333333335,0,2013,2
EMP5661,Matthew Martin,20.0,Female,Sales,Marketing Specialist,Technical Degree,3,7941.0,95,484,18.0,2,8,2.0,9,1.0,4,2.0,3.0,2,Travel_Rarely,Married,2,No,24,0,0,1,No,2015-01-09,0.0,18-25,High,15+ yrs,2.3333333333333335,0,2015,1
EMP1263,Mark Young,49.0,m,R&D,Research Scientist,Life Sciences,3,17248.0,45,159,30.0,0,15,11.0,2,3.0,2,4.0,3.0,3,Travel_Rarely,Divorced,5,No,15,5,0,2,No,2013-01-13,0.0,46-60,Very High,15+ yrs,3.0,0,2013,1
EMP1215,Sandra Brown,55.0,Female,Research & Development,Sales Executive,Life Sciences,2,10705.0,92,537,22.0,13,0,28.0,9,4.0,3,4.0,3.0,3,Travel_Frequently,Divorced,29,Y,19,6,0,2,No,2018-10-03,0.0,46-60,Very High,15+ yrs,3.6666666666666665,0,2018,10
EMP1983,James Allen,51.0,Female,Sales,Software Engineer,Life Sciences,2,3615.0,74,816,18.0,13,1,3.0,2,4.0,4,2.0,3.0,4,Non-Travel,SINGLE,6,No,18,0,3,3,No,2013-04-28,0.0,46-60,Medium,15+ yrs,3.3333333333333335,0,2013,4
EMP1553,Nancy Allen,51.0,Female,Research & Development,Laboratory Technician,Technical Degree,2,17915.0,83,1139,21.0,13,6,30.0,2,2.0,2,1.0,3.0,3,Travel_Frequently,Divorced,15,No,19,3,2,1,No,2024-07-05,0.0,46-60,Very High,15+ yrs,1.6666666666666667,0,2024,7
EMP7507,Linda Thomas,24.0,Female,IT,Software Engineer,Technical Degree,4,1914.0,87,561,28.0,11,17,38.0,5,2.0,4,2.0,3.0,2,Non-Travel,Divorced,5,Yes,15,1,0,1,No,2018-09-02,0.0,18-25,Low,15+ yrs,2.6666666666666665,0,2018,9
EMP6866,Susan Brown,42.0,male,IT,Director,Human Resources,5,1557.0,52,788,1.0,0,1,7.0,4,1.0,1,4.0,3.0,4,Travel_Rarely,Divorced,28,No,20,3,2,3,No,2012-07-03,0.0,36-45,Low,<1 yr,2.0,0,2012,7
EMP8032,Sandra Brown,57.0,Male,Operations,Operations Lead,Medical,1,3042.0,69,671,22.0,11,15,26.0,9,1.0,2,4.0,4.0,4,Travel_Frequently,Divorced,16,yes,23,4,2,3,No,2015-07-23,0.0,46-60,Medium,15+ yrs,2.3333333333333335,0,2015,7
EMP6355,Christopher Thomas,56.0,Female,Human Resources,Marketing Specialist,Life Sciences,5,7586.0,96,786,30.0,14,9,7.0,8,2.0,3,1.0,3.0,2,Non-Travel,Single,7,Yes,19,5,1,4,No,2011-05-02,0.0,46-60,High,15+ yrs,2.0,0,2011,5
EMP2028,Christopher Williams,36.0,Female,Marketing,Laboratory Technician,Other,5,16530.0,75,302,21.0,7,11,22.0,2,4.0,2,2.0,4.0,1,Non-Travel,Single,23,YES,21,0,3,3,No,2020-01-19,0.0,36-45,Very High,15+ yrs,2.6666666666666665,0,2020,1
